Input.sentence0,Input.question0,Input.Q0-Name1,Input.Q0-Name2,Input.sentence1,Input.question1,Input.Q1-Name1,Input.Q1-Name2,Input.sentence2,Input.question2,Input.Q2-Name1,Input.Q2-Name2,Input.sentence3,Input.question3,Input.Q3-Name1,Input.Q3-Name2,Input.sentence4,Input.question4,Input.Q4-Name1,Input.Q4-Name2,Input.sentence5,Input.question5,Input.Q5-Name1,Input.Q5-Name2,Input.sentence6,Input.question6,Input.Q6-Name1,Input.Q6-Name2,Input.sentence7,Input.question7,Input.Q7-Name1,Input.Q7-Name2,Input.sentence8,Input.question8,Input.Q8-Name1,Input.Q8-Name2,Input.sentence9,Input.question9,Input.Q9-Name1,Input.Q9-Name2,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.native
"The sister-in-law was told by Amanda that she harmed the client.
",Who harmed the client?,the sister-in-law,Amanda,"The sister-in-law was brought a gift by Amanda after she moved in.
",Who moved in?,the sister-in-law,Amanda,"Matthew pinged Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"Kimberly was told by the aunt that she helped the granddaughter.
",Who helped the granddaughter?,Kimberly,the aunt,"The sister-in-law was written a letter by Amanda because she was looking for suggestions.
",Who was looking for suggestions?,the sister-in-law,Amanda,"Kimberly told the aunt that she apologized to the granddaughter.
",Who apologized to the granddaughter?,Kimberly,the aunt,"The sister-in-law contacted Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,"Matthew told Joshua that the client distressed him.
",Who did the client distress?,Matthew,Joshua,"The sister-in-law contacted Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,"The sister-in-law made Amanda a cake after she went back home.
",Who went back home?,the sister-in-law,Amanda,def-Q0-Name1,def-Q1-Name1,prob-Q2-Name1,prob-Q3-Name2,def-Q4-Name1,def-Q5-Name1,def-Q6-Name1,def-Q7-Name1,prob-Q8-Name2,prob-Q9-Name1,yes
"The sister-in-law was told by Amanda that she harmed the client.
",Who harmed the client?,the sister-in-law,Amanda,"The sister-in-law was brought a gift by Amanda after she moved in.
",Who moved in?,the sister-in-law,Amanda,"Matthew pinged Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"Kimberly was told by the aunt that she helped the granddaughter.
",Who helped the granddaughter?,Kimberly,the aunt,"The sister-in-law was written a letter by Amanda because she was looking for suggestions.
",Who was looking for suggestions?,the sister-in-law,Amanda,"Kimberly told the aunt that she apologized to the granddaughter.
",Who apologized to the granddaughter?,Kimberly,the aunt,"The sister-in-law contacted Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,"Matthew told Joshua that the client distressed him.
",Who did the client distress?,Matthew,Joshua,"The sister-in-law contacted Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,"The sister-in-law made Amanda a cake after she went back home.
",Who went back home?,the sister-in-law,Amanda,def-Q0-Name1,prob-Q1-Name1,prob-Q2-Name1,def-Q3-Name1,prob-Q4-Name2,def-Q5-Name1,prob-Q6-Name1,def-Q7-Name1,prob-Q8-Name2,prob-Q9-Name2,yes
"The sister-in-law was told by Amanda that she harmed the client.
",Who harmed the client?,the sister-in-law,Amanda,"The sister-in-law was brought a gift by Amanda after she moved in.
",Who moved in?,the sister-in-law,Amanda,"Matthew pinged Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"Kimberly was told by the aunt that she helped the granddaughter.
",Who helped the granddaughter?,Kimberly,the aunt,"The sister-in-law was written a letter by Amanda because she was looking for suggestions.
",Who was looking for suggestions?,the sister-in-law,Amanda,"Kimberly told the aunt that she apologized to the granddaughter.
",Who apologized to the granddaughter?,Kimberly,the aunt,"The sister-in-law contacted Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,"Matthew told Joshua that the client distressed him.
",Who did the client distress?,Matthew,Joshua,"The sister-in-law contacted Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,"The sister-in-law made Amanda a cake after she went back home.
",Who went back home?,the sister-in-law,Amanda,prob-Q0-Name1,Ambiguous,Ambiguous,Ambiguous,Ambiguous,Ambiguous,prob-Q6-Name2,Ambiguous,Ambiguous,Ambiguous,yes
"Matthew emailed Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,"The sister-in-law was handed some cards by Amanda after she got to the graduation party.
",Who got to the graduation party?,the sister-in-law,Amanda,"Matthew left a voicemail for Joshua because he is attending a conference next week.
",Who is attending a conference next week?,Matthew,Joshua,"William told Joshua that the saleswoman hugged him.
",Who did the saleswoman hug?,William,Joshua,"The son was told by Robert that he hated Brian.
",Who hated Brian?,the son,Robert,"Matthew was told by Joshua that he loved the client.
",Who loved the client?,Matthew,Joshua,"William was told by Joshua that he astounded the saleswoman.
",Who astounded the saleswoman?,William,Joshua,"Kimberly told the aunt that she bugged the granddaughter.
",Who bugged the granddaughter?,Kimberly,the aunt,"Melissa was told by Jennifer that she cried for the father-in-law.
",Who cried for the father-in-law?,Melissa,Jennifer,"Matthew pinged Joshua because he is leaving town next week.
",Who is leaving town next week?,Matthew,Joshua,def-Q0-Name1,def-Q1-Name1,prob-Q2-Name2,def-Q3-Name1,def-Q4-Name2,def-Q5-Name2,prob-Q6-Name1,prob-Q7-Name2,def-Q8-Name2,prob-Q9-Name2,yes
"Matthew emailed Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,"The sister-in-law was handed some cards by Amanda after she got to the graduation party.
",Who got to the graduation party?,the sister-in-law,Amanda,"Matthew left a voicemail for Joshua because he is attending a conference next week.
",Who is attending a conference next week?,Matthew,Joshua,"William told Joshua that the saleswoman hugged him.
",Who did the saleswoman hug?,William,Joshua,"The son was told by Robert that he hated Brian.
",Who hated Brian?,the son,Robert,"Matthew was told by Joshua that he loved the client.
",Who loved the client?,Matthew,Joshua,"William was told by Joshua that he astounded the saleswoman.
",Who astounded the saleswoman?,William,Joshua,"Kimberly told the aunt that she bugged the granddaughter.
",Who bugged the granddaughter?,Kimberly,the aunt,"Melissa was told by Jennifer that she cried for the father-in-law.
",Who cried for the father-in-law?,Melissa,Jennifer,"Matthew pinged Joshua because he is leaving town next week.
",Who is leaving town next week?,Matthew,Joshua,Ambiguous,prob-Q1-Name1,Ambiguous,prob-Q3-Name1,prob-Q4-Name1,prob-Q5-Name1,Ambiguous,prob-Q7-Name2,Ambiguous,$def-Q9-Name1,yes
"Matthew emailed Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,"The sister-in-law was handed some cards by Amanda after she got to the graduation party.
",Who got to the graduation party?,the sister-in-law,Amanda,"Matthew left a voicemail for Joshua because he is attending a conference next week.
",Who is attending a conference next week?,Matthew,Joshua,"William told Joshua that the saleswoman hugged him.
",Who did the saleswoman hug?,William,Joshua,"The son was told by Robert that he hated Brian.
",Who hated Brian?,the son,Robert,"Matthew was told by Joshua that he loved the client.
",Who loved the client?,Matthew,Joshua,"William was told by Joshua that he astounded the saleswoman.
",Who astounded the saleswoman?,William,Joshua,"Kimberly told the aunt that she bugged the granddaughter.
",Who bugged the granddaughter?,Kimberly,the aunt,"Melissa was told by Jennifer that she cried for the father-in-law.
",Who cried for the father-in-law?,Melissa,Jennifer,"Matthew pinged Joshua because he is leaving town next week.
",Who is leaving town next week?,Matthew,Joshua,prob-Q0-Name1,prob-Q1-Name1,Ambiguous,def-Q3-Name1,def-Q4-Name2,def-Q5-Name2,Ambiguous,Ambiguous,def-Q8-Name2,Ambiguous,yes
"The sister-in-law left a note for Amanda because she was upset.
",Who was upset?,the sister-in-law,Amanda,"The son told Robert that he congratulated Brian.
",Who congratulated Brian?,the son,Robert,"Matthew was made a square pizza by Joshua before he submitted the order.
",Who submitted the order?,Matthew,Joshua,"Matthew was pinged by Joshua because he had a story to tell.
",Who had a story to tell?,Matthew,Joshua,"Melissa told Jennifer that the father-in-law valued her.
",Who did the father-in-law value?,Melissa,Jennifer,"Kimberly told the aunt that the granddaughter reunited with her.
",Who did the granddaughter reunite with?,Kimberly,the aunt,"The sister-in-law texted Amanda because she was upset.
",Who was upset?,the sister-in-law,Amanda,"Matthew rented Joshua a spacious room after he indicated an interest in cleaning the room together.
",Who indicated an interest in cleaning the room together?,Matthew,Joshua,"Matthew rented Joshua a graduation gown after he missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Matthew,Joshua,"The son was told by Robert that he astonished Brian.
",Who astonished Brian?,the son,Robert,prob-Q0-Name1,prob-Q1-Name1,prob-Q2-Name2,prob-Q3-Name1,prob-Q4-Name2,def-Q5-Name1,Ambiguous,prob-Q7-Name2,prob-Q8-Name1,prob-Q9-Name1,yes
"The sister-in-law left a note for Amanda because she was upset.
",Who was upset?,the sister-in-law,Amanda,"The son told Robert that he congratulated Brian.
",Who congratulated Brian?,the son,Robert,"Matthew was made a square pizza by Joshua before he submitted the order.
",Who submitted the order?,Matthew,Joshua,"Matthew was pinged by Joshua because he had a story to tell.
",Who had a story to tell?,Matthew,Joshua,"Melissa told Jennifer that the father-in-law valued her.
",Who did the father-in-law value?,Melissa,Jennifer,"Kimberly told the aunt that the granddaughter reunited with her.
",Who did the granddaughter reunite with?,Kimberly,the aunt,"The sister-in-law texted Amanda because she was upset.
",Who was upset?,the sister-in-law,Amanda,"Matthew rented Joshua a spacious room after he indicated an interest in cleaning the room together.
",Who indicated an interest in cleaning the room together?,Matthew,Joshua,"Matthew rented Joshua a graduation gown after he missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Matthew,Joshua,"The son was told by Robert that he astonished Brian.
",Who astonished Brian?,the son,Robert,prob-Q0-Name1,def-Q1-Name1,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name2,def-Q5-Name1,prob-Q6-Name1,prob-Q7-Name2,prob-Q8-Name2,prob-Q9-Name1,yes
"The sister-in-law left a note for Amanda because she was upset.
",Who was upset?,the sister-in-law,Amanda,"The son told Robert that he congratulated Brian.
",Who congratulated Brian?,the son,Robert,"Matthew was made a square pizza by Joshua before he submitted the order.
",Who submitted the order?,Matthew,Joshua,"Matthew was pinged by Joshua because he had a story to tell.
",Who had a story to tell?,Matthew,Joshua,"Melissa told Jennifer that the father-in-law valued her.
",Who did the father-in-law value?,Melissa,Jennifer,"Kimberly told the aunt that the granddaughter reunited with her.
",Who did the granddaughter reunite with?,Kimberly,the aunt,"The sister-in-law texted Amanda because she was upset.
",Who was upset?,the sister-in-law,Amanda,"Matthew rented Joshua a spacious room after he indicated an interest in cleaning the room together.
",Who indicated an interest in cleaning the room together?,Matthew,Joshua,"Matthew rented Joshua a graduation gown after he missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Matthew,Joshua,"The son was told by Robert that he astonished Brian.
",Who astonished Brian?,the son,Robert,prob-Q0-Name1,def-Q1-Name1,def-Q2-Name1,prob-Q3-Name1,Ambiguous,def-Q5-Name1,Ambiguous,Ambiguous,def-Q8-Name2,Ambiguous,yes
"Matthew emailed Joshua because he is leaving town next week.
",Who is leaving town next week?,Matthew,Joshua,"Matthew was pinged by Joshua because he is leaving the town soon.
",Who is leaving the town soon?,Matthew,Joshua,"Kimberly was told by the aunt that the granddaughter talked to her.
",Who did the granddaughter talk to?,Kimberly,the aunt,"The sister-in-law was told by Amanda that she pushed the client.
",Who pushed the client?,the sister-in-law,Amanda,"The sister-in-law was played some classical music by Amanda before she went to sleep.
",Who went to sleep?,the sister-in-law,Amanda,"Matthew left a voicemail for Joshua because he had been on leave for a long time.
",Who had been on leave for a long time?,Matthew,Joshua,"Melissa told Jennifer that she guided the father-in-law.
",Who guided the father-in-law?,Melissa,Jennifer,"The sister-in-law told Amanda that she laughed at the client.
",Who laughed at the client?,the sister-in-law,Amanda,"The sister-in-law was written a letter by Amanda because she is moving abroad soon.
",Who is moving abroad soon?,the sister-in-law,Amanda,"Matthew was told by Joshua that the client comforted him.
",Who did the client comfort?,Matthew,Joshua,prob-Q0-Name2,def-Q1-Name2,prob-Q2-Name2,prob-Q3-Name1,Ambiguous,prob-Q5-Name2,prob-Q6-Name1,def-Q7-Name2,def-Q8-Name1,Ambiguous,yes
"Matthew emailed Joshua because he is leaving town next week.
",Who is leaving town next week?,Matthew,Joshua,"Matthew was pinged by Joshua because he is leaving the town soon.
",Who is leaving the town soon?,Matthew,Joshua,"Kimberly was told by the aunt that the granddaughter talked to her.
",Who did the granddaughter talk to?,Kimberly,the aunt,"The sister-in-law was told by Amanda that she pushed the client.
",Who pushed the client?,the sister-in-law,Amanda,"The sister-in-law was played some classical music by Amanda before she went to sleep.
",Who went to sleep?,the sister-in-law,Amanda,"Matthew left a voicemail for Joshua because he had been on leave for a long time.
",Who had been on leave for a long time?,Matthew,Joshua,"Melissa told Jennifer that she guided the father-in-law.
",Who guided the father-in-law?,Melissa,Jennifer,"The sister-in-law told Amanda that she laughed at the client.
",Who laughed at the client?,the sister-in-law,Amanda,"The sister-in-law was written a letter by Amanda because she is moving abroad soon.
",Who is moving abroad soon?,the sister-in-law,Amanda,"Matthew was told by Joshua that the client comforted him.
",Who did the client comfort?,Matthew,Joshua,prob-Q0-Name1,prob-Q1-Name2,def-Q2-Name2,def-Q3-Name2,def-Q4-Name1,prob-Q5-Name2,def-Q6-Name1,def-Q7-Name1,prob-Q8-Name2,def-Q9-Name2,yes
"Matthew emailed Joshua because he is leaving town next week.
",Who is leaving town next week?,Matthew,Joshua,"Matthew was pinged by Joshua because he is leaving the town soon.
",Who is leaving the town soon?,Matthew,Joshua,"Kimberly was told by the aunt that the granddaughter talked to her.
",Who did the granddaughter talk to?,Kimberly,the aunt,"The sister-in-law was told by Amanda that she pushed the client.
",Who pushed the client?,the sister-in-law,Amanda,"The sister-in-law was played some classical music by Amanda before she went to sleep.
",Who went to sleep?,the sister-in-law,Amanda,"Matthew left a voicemail for Joshua because he had been on leave for a long time.
",Who had been on leave for a long time?,Matthew,Joshua,"Melissa told Jennifer that she guided the father-in-law.
",Who guided the father-in-law?,Melissa,Jennifer,"The sister-in-law told Amanda that she laughed at the client.
",Who laughed at the client?,the sister-in-law,Amanda,"The sister-in-law was written a letter by Amanda because she is moving abroad soon.
",Who is moving abroad soon?,the sister-in-law,Amanda,"Matthew was told by Joshua that the client comforted him.
",Who did the client comfort?,Matthew,Joshua,prob-Q0-Name1,prob-Q1-Name2,def-Q2-Name2,prob-Q3-Name2,def-Q4-Name1,prob-Q5-Name2,def-Q6-Name1,def-Q7-Name1,prob-Q8-Name1,def-Q9-Name2,yes
"Kimberly told the aunt that she daunted the granddaughter.
",Who daunted the granddaughter?,Kimberly,the aunt,"Matthew was left a voicemail by Joshua because he is leaving town next week.
",Who is leaving town next week?,Matthew,Joshua,"The sister-in-law told Amanda that she waved at the client.
",Who waved at the client?,the sister-in-law,Amanda,"Kimberly told the aunt that the granddaughter impressed her.
",Who did the granddaughter impress?,Kimberly,the aunt,"The sister-in-law was brought some flowers by Amanda after she went to the flower shop.
",Who went to the flower shop?,the sister-in-law,Amanda,"Matthew was made a square pizza by Joshua before he went out.
",Who went out?,Matthew,Joshua,"The sister-in-law was told by Amanda that she irritated the client.
",Who irritated the client?,the sister-in-law,Amanda,"Matthew taught Joshua how to shop for the cheapest books before he asked for instructions.
",Who asked for instructions?,Matthew,Joshua,"Matthew was handed a black pen by Joshua after he was ready to sign the document.
",Who was ready to sign the document?,Matthew,Joshua,"The sister-in-law told Amanda that the client glorified her.
",Who did the client glorify?,the sister-in-law,Amanda,prob-Q0-Name1,prob-Q1-Name2,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name1,prob-Q5-Name1,def-Q6-Name1,Ambiguous,prob-Q8-Name2,prob-Q9-Name1,yes
